Tipo,Subtipo,Descripcion,Descripcion_Limpia
Equipo,Equipo,TARJETA DE SONIDO 5.1 USB.,"['tarjeta', 'sonido', 'usb']"
Mobiliario,Mobiliario,LATERAL PARA ESCRITORIO DE 2.15* .60 MTS.,"['lateral', 'escritorio', 'mts']"
Equipo,Equipo,"MONITOR HP COLOR NEGRO CON WEBCAM, LED DE 20 PULGADAS","['monitor', 'hp', 'color', 'negro', 'webcam', 'led', 'pulgadas']"
Equipo,Equipo,"PC DE ESCRITORIO HP ELITE ONE 800 CI5 4570S 23N TOUCH 1T, 8GB WINDOWS 8PRO 64BITS","['pc', 'escritorio', 'hp', 'elite', 'one', 'ci', 's', 'n', 'touch', 't', 'gb', 'windows', 'pro', 'bits']"
Equipo,Equipo,"MONITOR LED IPS 27""","['monitor', 'led', 'ips']"
Equipo,Equipo,"ESTACION METEOROLOGICA, WATCHDOG 2900ET, INCLUYE SENSORES DE VELOCIDAD Y DIRECCION DEL VIENTO, DE TE","['estacion', 'meteorologica', 'watchdog', 'et', 'incluye', 'sensores', 'velocidad', 'direccion', 'viento', 'te']"
Equipo,Equipo,Mueble de cocina con tarja y entrepaños color haya.,"['mueble', 'cocina', 'tarja', 'entrepaos', 'color', 'haya']"
Equipo,Equipo,MICROSCOPIO ESTEREO,"['microscopio', 'estereo']"
Mobiliario,Mobiliario,"SILLA EJECUTIVA, PLIANA COLOR NEGRA, CON CODERAS Y RODAJAS., FACTURA: 6325762, CON FECHA 01/09/2013,","['silla', 'ejecutiva', 'pliana', 'color', 'negra', 'coderas', 'rodajas', 'factura', 'fecha']"
Equipo,Equipo,"DISCO DURO EXTERNO, 3.5"" 1 TB, AZUL","['disco', 'duro', 'externo', 'tb', 'azul']"
Mobiliario,Mobiliario,"Sillon ejecutivo, respaldo alto de malla con cabecera, perchero y estrella de aluminio pulido mecani","['sillon', 'ejecutivo', 'respaldo', 'alto', 'malla', 'cabecera', 'perchero', 'estrella', 'aluminio', 'pulido', 'mecani']"
Equipo,Equipo,ROUTER INALAMBRICO 300MBPS 802.11N/G/B 4 PUERTOS,"['router', 'inalambrico', 'mbps', 'ngb', 'puertos']"
Equipo,Equipo,LAPTOP HP 1000-131,"['laptop', 'hp']"
Equipo,Equipo,COMPLET NOBREAK C/REG T1200 VA 55 MINS RESP 10 CONT,"['complet', 'nobreak', 'creg', 't', 'va', 'mins', 'resp', 'cont']"
Libro,Libro,DOCE ESTUCHES QUE CONTINEN UN CUARDENO DE TRABAJO GUIA EN PASTADA DURA Y UN CUADERNO DE EJERCIOCIOS,"['doce', 'estuches', 'continen', 'cuardeno', 'trabajo', 'guia', 'pastada', 'dura', 'cuaderno', 'ejerciocios']"
Equipo,Equipo,COMPUTADORA MAC BOOK PRO RETINA,"['computadora', 'mac', 'book', 'pro', 'retina']"
Equipo,Equipo,DISCO DURO AIRPORT TIME CAPSULE 802.11 AC 2TB-AME,"['disco', 'duro', 'airport', 'time', 'capsule', 'ac', 'tbame']"
Equipo,Equipo,"IMPRESORA SAMSUNG LASER A COLOR CON WIRELESS MODELO CPL-365W.MODELO  CLP-365W, N/S Z8A3BJBC6000F.","['impresora', 'samsung', 'laser', 'color', 'wireless', 'modelo', 'cplwmodelo', 'clpw', 'ns', 'zabjbcf']"
Equipo,Equipo,"LAP TOP PROFESIONAL INTEL CORE I5  3230M 500GB PANTALLA DE 14"" RAM 4GB DVRW WIN 7/8 PRO 64","['lap', 'top', 'profesional', 'intel', 'core', 'i', 'm', 'gb', 'pantalla', 'ram', 'gb', 'dvrw', 'win', 'pro']"
Equipo,Equipo,"COMPAQ 100-002LA AMD E1-1500 1.48 GHZ, 2GB, DVDRW, WIN8","['compaq', 'amd', 'e', 'ghz', 'gb', 'dvdrw', 'win']"
Mobiliario,Mobiliario,"ARCHIVERO DOBLE COLOR MACCHIATO/BLANCO, FABRICADO EN AGLOMERADO, REFERENCIA 24036-61","['archivero', 'doble', 'color', 'macchiatoblanco', 'fabricado', 'aglomerado', 'referencia']"
Mobiliario,Mobiliario,ANAQUEL MAXIMUS ELE-122 (5 ENT) 183X122X45cm SOPORTA 450KG.,"['anaquel', 'maximus', 'ele', 'ent', 'xxcm', 'soporta', 'kg']"
Equipo,Equipo,DISCO DURO EXTERNO 2TB WESTERN DIGITAL MY PASSPORT PORTATIL NEGRO 2.5 USB 3.0 WIN/MAC,"['disco', 'duro', 'externo', 'tb', 'western', 'digital', 'my', 'passport', 'portatil', 'negro', 'usb', 'winmac']"
Equipo,Equipo,NO BREAK APC BACK,"['break', 'apc', 'back']"
Equipo,Equipo,Telefono inalambricro color gris,"['telefono', 'inalambricro', 'color', 'gris']"
Equipo,Equipo,IMPRESORA LASERJET 19 PPM NEGRO CON WIRELESS,"['impresora', 'laserjet', 'ppm', 'negro', 'wireless']"
Mobiliario,Mobiliario,GABINETE PORTALIBRERO,"['gabinete', 'portalibrero']"
Equipo,Equipo,SWITCH 24PTOS,"['switch', 'ptos']"
Mobiliario,Mobiliario,CONJUNTO OPERATIVO MEDIDAS 160X160X75 CON LATERAL DE 82X52 Y PEDESTAL 3 GAVETAS LAB. QUÍMICA,"['conjunto', 'operativo', 'medidas', 'xx', 'lateral', 'pedestal', 'gavetas', 'lab', 'qumica']"
Equipo,Equipo,MESCLADOR DE AUDIO  4 CANALES,"['mesclador', 'audio', 'canales']"
Equipo,Equipo,MEZCLADORA DE 32 CANALES CON EFECTOS INCLUIDOS,"['mezcladora', 'canales', 'efectos', 'incluidos']"
Equipo,Equipo,"PAQUETE CON 5 BEBES VIRTUALES ""REAL CARE BABY 3"". SIMULADOR INFANTIL COMPUTARIZADO. N/S:R3HF10251000","['paquete', 'bebes', 'virtuales', 'real', 'care', 'baby', 'simulador', 'infantil', 'computarizado', 'nsrhf']"
Equipo,Equipo,ARTICULADOR C/ARCO FACIAL #8645,"['articulador', 'carco', 'facial']"
Equipo,Equipo,HORNO DE MICROONDAS INDUSTRIAL,"['horno', 'microondas', 'industrial']"
Mobiliario,Mobiliario,SILLA SECRETARIAL MOD. 0HS-24 GIRATORIA CON CODERAS,"['silla', 'secretarial', 'mod', 'hs', 'giratoria', 'coderas']"
Equipo,Equipo,TELEFONO PANASONIC KX 7730 MULTILINEA ,"['telefono', 'panasonic', 'kx', 'multilinea']"
Equipo,Equipo,COMPRUTADORA CPU LENOVO AIO IDEA CENTER MODEL C540 COLOR BLANCO NS: C500543413,"['comprutadora', 'cpu', 'lenovo', 'aio', 'idea', 'center', 'model', 'c', 'color', 'blanco', 'ns', 'c']"
Equipo,Equipo,COMPRUTADORA CPU LENOVO AIO IDEA CENTER MODEL C540 COLOR BLANCO NS: C500543484,"['comprutadora', 'cpu', 'lenovo', 'aio', 'idea', 'center', 'model', 'c', 'color', 'blanco', 'ns', 'c']"
Equipo,Equipo,HIDROLAVADORA CAPACIDAD 1500 PSI 300L/H,"['hidrolavadora', 'capacidad', 'psi', 'lh']"
Equipo,Equipo,"TELEVISOR CON PANTALLA LED DE 22"" COLOR NEGRO","['televisor', 'pantalla', 'led', 'color', 'negro']"
Equipo,Equipo,"1 PZA. COMPUTADORA PORTATIL A45A-MPR12-H LAP ASUS 14"" C13 4GB HDD500","['pza', 'computadora', 'portatil', 'aamprh', 'lap', 'asus', 'c', 'gb', 'hdd']"
Equipo,Equipo,"MODELO ANATOMICO DE INSPECCION Y PALPACION PARA DETECCION DE CANCER DE MAMA, SIMULADOR ANATOMICO QUE","['modelo', 'anatomico', 'inspeccion', 'palpacion', 'deteccion', 'cancer', 'mama', 'simulador', 'anatomico']"
Mobiliario,Mobiliario,SILLA OPERAIVA MACR USO RUDO COLOR VESTIDURA MEMPHIS NIGHER. LAB. QUIM,"['silla', 'operaiva', 'macr', 'uso', 'rudo', 'color', 'vestidura', 'memphis', 'nigher', 'lab', 'quim']"
Mobiliario,Mobiliario,CREDENZA DE 1.80 X 50 X 75 CON 4 PUERTAS ABATIBLES Y ENTREPAÑO INTERIOR,"['credenza', 'puertas', 'abatibles', 'entrepao', 'interior']"
Equipo,Equipo,TELEVISION DE 42 PULGADAS,"['television', 'pulgadas']"
Mobiliario,Mobiliario,CONJUNTO CON ESCRITORIO DE 1.50 X 60 BALA LATERAL DE 1.90 MTS CON ARCHIVERO DE 2 MAS 1,"['conjunto', 'escritorio', 'bala', 'lateral', 'mts', 'archivero', 'mas']"
Mobiliario,Mobiliario,"MUEBLE RECEPCION EN ""L"" 2.00 MTS FR X 1.80 MTS FONDO CON DOS ARCHIVEROS PEDESTALES DE 2 MAS 1 CON CO","['mueble', 'recepcion', 'l', 'mts', 'fr', 'mts', 'fondo', 'dos', 'archiveros', 'pedestales', 'mas', 'co']"
Mobiliario,Mobiliario,BANCA DE 3 PLAZAS TAPIZADA EN TELA MOD. AL-913,"['banca', 'plazas', 'tapizada', 'tela', 'mod']"
Equipo,Equipo,MUFLA DIGITAL 12X19X11 CM 1100°C220 VOLTS,"['mufla', 'digital', 'xx', 'cm', 'c', 'volts']"
Equipo,Equipo,"E1MG-LX-OM 1000BASE-LX SFP OPTIC SMF LC CONNECTOR, OPTICAL MONITORING CAPABLE","['emglxom', 'baselx', 'sfp', 'optic', 'smf', 'lc', 'connector', 'optical', 'monitoring', 'capable']"
Equipo,Equipo,"SISTEMA C/JARRA DE POLICARBONATO, PARA CONTENER DE 10 12 PLACAS Y UNA GRADILLA PRA TUBOS","['sistema', 'cjarra', 'policarbonato', 'contener', 'placas', 'gradilla', 'pra', 'tubos']"
Mobiliario,Mobiliario,"Sillon de una plaza, tela color acero, modelo Belfort","['sillon', 'plaza', 'tela', 'color', 'acero', 'modelo', 'belfort']"
Equipo,Equipo,"Ipad, bajo el resguardo de la Dra. Ma. Guadalupe Lomeli Ramirez, con recurso PROSNI-2013, factura no","['ipad', 'bajo', 'resguardo', 'dra', 'ma', 'guadalupe', 'lomeli', 'ramirez', 'recurso', 'prosni', 'factura']"
Equipo,Equipo,Equipo Ext. Cam Fijo Vision Nocturna 20 Mts (Adm ent),"['equipo', 'ext', 'cam', 'fijo', 'vision', 'nocturna', 'mts', 'adm', 'ent']"
Equipo,Equipo,SG 200-50P 50-PORT GIGABIT POE SMART SWITCH. ALTA NOVIEMBRE 2013 N.D. 10/2013,"['sg', 'p', 'port', 'gigabit', 'poe', 'smart', 'switch', 'alta', 'noviembre', 'nd']"
Equipo,Equipo,Sopladora motor a gasolina,"['sopladora', 'motor', 'gasolina']"
Mobiliario,Mobiliario,ESCRITORIO DE 1.20X60X.75,"['escritorio', 'xx']"
Equipo,Equipo,IMPRESORA HP LASER JET PRO P1102W,"['impresora', 'hp', 'laser', 'jet', 'pro', 'pw']"
Mobiliario,Mobiliario,NEGRO DE METAL 4 GAVETAS,"['negro', 'metal', 'gavetas']"
Equipo,Equipo,"VIDEO PROYECTOR , MARCA PRESENTER, MODELO L2000, NS MBPF291173L","['video', 'proyector', 'marca', 'presenter', 'modelo', 'l', 'ns', 'mbpfl']"
Equipo,Equipo,LAPTOP  8GB  WINDOWS 8,"['laptop', 'gb', 'windows']"
Equipo,Equipo,"CPU HP MOD 6350PRO SFF A8-5500B, 4GB RAM, 500GB DISCO DURO WIN8PRO.MONITOR HP MODELO LV1911 PANTAL","['cpu', 'hp', 'mod', 'pro', 'sff', 'ab', 'gb', 'ram', 'gb', 'disco', 'duro', 'winpromonitor', 'hp', 'modelo', 'lv', 'pantal']"
Equipo,Equipo,"Impresora Laser-Jet color gris oscuro y gris claro con dos charolas para papel, una de ellas se pued","['impresora', 'laserjet', 'color', 'gris', 'oscuro', 'gris', 'claro', 'dos', 'charolas', 'papel', 'ellas', 'se', 'pued']"
Equipo,Equipo,"ROSTRO DE MUJER, CUADRO ALUSIVO AL ROSTRO DE UNA MUJER, AÑO: 2013, AUTOR:L`BOND","['rostro', 'mujer', 'cuadro', 'alusivo', 'rostro', 'mujer', 'ao', 'autorlbond']"
Equipo,Equipo,"RADIO PORTATIL DE 4 WATSS 16 CANALES CON CARGADOR, BATERIA ANTENA, CLIP Y AUDIFONO.","['radio', 'portatil', 'watss', 'canales', 'cargador', 'bateria', 'antena', 'clip', 'audifono']"
